TIPO|CONTRATO|NOMBRE PLAZA|NUMERO PLAZA|NUMERO SUCURSAL|FECHA RECIBO|FECHA DE PAGO|FECHA DEPOSITO|IND IMPORTE|IMPORTE DOCUMENTO|FORMA DE PAGO|INTERESES O DESCUENTOS|IMPORTE INTERESES O DESCUENTOS|IMPORTE TOTAL PAGADO|HORA DE PAGO|                            TOTAL A PAGAR| NUMERO DE REFERENCIA| FECHA LIMITE DE PAGO| NOMBRE| CONCEPTO DE PAGO|CTE. COB. LITE|IND. ORIGEN|
D|65501482660|TEPIC, NAY.   |014|0560|22/02/2017|22/02/2017|22/02/2017|-|            $5,600.00|001|   |                $0.00|            $5,600.00|00:32|000000000560000|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|0560|22/02/2017|22/02/2017|22/02/2017|-|              $896.00|001|   |                $0.00|              $896.00|00:32|000000000089600|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|4230|22/02/2017|22/02/2017|22/02/2017|+|           $29,760.00|001|   |                $0.00|           $29,760.00|06:01|000000002976000|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|4230|22/02/2017|22/02/2017|22/02/2017|+|          $694,270.00|001|   |                $0.00|          $694,270.00|06:01|000000069427000|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|4230|22/02/2017|22/02/2017|22/02/2017|+|          $111,050.00|001|   |                $0.00|          $111,050.00|06:01|000000011105000|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|4230|22/02/2017|22/02/2017|22/02/2017|-|              $401.80|001|   |                $0.00|              $401.80|06:01|000000000040180|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|4230|22/02/2017|22/02/2017|22/02/2017|-|               $64.30|001|   |                $0.00|               $64.30|06:01|000000000006430|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|4230|22/02/2017|22/02/2017|22/02/2017|-|           $10,057.80|001|   |                $0.00|           $10,057.80|06:01|000000001005780|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|4230|22/02/2017|22/02/2017|22/02/2017|-|            $1,609.20|001|   |                $0.00|            $1,609.20|06:01|000000000160920|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|4230|22/02/2017|22/02/2017|22/02/2017|-|            $1,632.50|001|   |                $0.00|            $1,632.50|06:01|000000000163250|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|4230|22/02/2017|22/02/2017|22/02/2017|-|              $261.20|001|   |                $0.00|              $261.20|06:01|000000000026120|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|0572|22/02/2017|22/02/2017|22/02/2017|-|            $4,442.00|001|   |                $0.00|            $4,442.00|07:00|000000000444200|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|0572|22/02/2017|22/02/2017|22/02/2017|-|              $710.70|001|   |                $0.00|              $710.70|07:00|000000000071070|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|7012|22/02/2017|22/02/2017|22/02/2017|+|          $133,074.00|001|   |                $0.00|          $133,074.00|09:35|000000013307400|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|7012|22/02/2017|22/02/2017|22/02/2017|+|           $72,440.00|001|   |                $0.00|           $72,440.00|09:35|000000007244000|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|7012|22/02/2017|22/02/2017|22/02/2017|+|          $165,857.00|001|   |                $0.00|          $165,857.00|09:35|000000016585700|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|7012|22/02/2017|22/02/2017|22/02/2017|+|           $95,850.00|001|   |                $0.00|           $95,850.00|09:35|000000009585000|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|7012|22/02/2017|22/02/2017|22/02/2017|+|        $4,653,850.00|001|   |                $0.00|        $4,653,850.00|09:35|000000465385000|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|7012|22/02/2017|22/02/2017|22/02/2017|+|        $6,903,410.00|001|   |                $0.00|        $6,903,410.00|09:35|000000690341000|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|7012|22/02/2017|22/02/2017|22/02/2017|+|        $5,386,460.00|001|   |                $0.00|        $5,386,460.00|09:35|000000538646000|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|7012|22/02/2017|22/02/2017|22/02/2017|+|        $7,389,052.00|001|   |                $0.00|        $7,389,052.00|09:35|000000738905200|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|7012|22/02/2017|22/02/2017|22/02/2017|+|          $400,000.00|001|   |                $0.00|          $400,000.00|09:35|000000040000000|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|7012|22/02/2017|22/02/2017|22/02/2017|+|           $93,570.00|001|   |                $0.00|           $93,570.00|09:35|000000009357000|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|7012|22/02/2017|22/02/2017|22/02/2017|+|          $818,225.00|001|   |                $0.00|          $818,225.00|09:35|000000081822500|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|7012|22/02/2017|22/02/2017|22/02/2017|+|        $2,244,880.00|001|   |                $0.00|        $2,244,880.00|09:35|000000224488000|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|7012|22/02/2017|22/02/2017|22/02/2017|+|        $3,317,177.00|001|   |                $0.00|        $3,317,177.00|09:35|000000331717700|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|7012|22/02/2017|22/02/2017|22/02/2017|+|          $133,305.00|001|   |                $0.00|          $133,305.00|09:35|000000013330500|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|7012|22/02/2017|22/02/2017|22/02/2017|+|        $6,279,835.00|001|   |                $0.00|        $6,279,835.00|09:35|000000627983500|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|7012|22/02/2017|22/02/2017|22/02/2017|+|           $28,275.00|001|   |                $0.00|           $28,275.00|09:35|000000002827500|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
D|65501482660|TEPIC, NAY.   |014|7012|22/02/2017|22/02/2017|22/02/2017|+|        $8,565,786.00|001|   |                $0.00|        $8,565,786.00|09:35|000000856578600|1000noControlreferencia|22022017|Camberos Fregoso Valdez|Reinscripcion                 ||
